Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,MCB Camp Pendleton (2 EV stations)-near Bldg 210721,21 Area IMEF,Near Bldg 210721,Camp Pendleton,CA,92054,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,33.317842,-117.320512,2021-02-22,184367,2021-08-04 00:01:52 UTC,FG,26,United States Marine Corps,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,USMC,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MCB Camp Pendleton (2 EV stations)-Near Bldg 2291,22 Area FMD,Near Bldg 2291,Camp Pendleton,CA,92054,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,33.299639,-117.347897,2021-02-22,184368,2021-08-04 00:01:52 UTC,FG,26,United States Marine Corps,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,USMC,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MCB Camp Pendleton (2 EV stations)-near Bldg 51919,51 Area Commissary,Near Bldg 51919,Camp Pendleton,CA,92054,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,33.317842,-117.320512,2021-02-22,184369,2021-08-04 00:01:52 UTC,FG,26,United States Marine Corps,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,USMC,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MCB Camp Pendleton (2 EV stations)-near Bldg 520599,52 Area,Near Bldg 520599,Camp Pendleton,CA,92054,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,33.395254,-117.515081,2021-02-22,184370,2021-08-04 00:01:52 UTC,FG,26,United States Marine Corps,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,USMC,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MCB Camp Pendleton (2 EV stations)-Near Bldg 533020,53 Area BAS,Near Bldg 533020,Camp Pendleton,CA,92054,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,33.310875,-117.365872,2021-02-22,184371,2021-08-04 00:01:52 UTC,FG,26,United States Marine Corps,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,USMC,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MCB Camp Pendleton (2 EV stations)-near Bldg 202850,Main Gate South Mesa SNCO Club,Near Bldg 202850,Camp Pendleton,CA,92054,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,33.317842,-117.320512,2021-02-22,184372,2021-08-04 00:01:52 UTC,FG,26,United States Marine Corps,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,USMC,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NEX NAVBASE Coronado - NAS North Island,2017 Colorado St,,Coronado,CA,92118,,,E,,Private,,A D M V,,,,,2,,,Non-Networked,,GPS,32.701588,-117.184212,2021-02-22,184373,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé,,private,,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,true
ELEC,NAVBASE Coronado / N62021-B204,Neptune St,,Coronado,CA,92155,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,32.605504,-117.131896,2021-02-22,184374,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NAVBASE Coronado / N62021-B216,Sea Float St,,Coronado,CA,92155,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,32.603705,-117.129117,2021-02-22,184375,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NAVBASE Coronado / N62021-B266,UDT Ln,,Coronado,CA,92155,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,32.599647,-117.127905,2021-02-22,184376,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NAF El Centro / N60042-B401-1,2345 B St,,El Centro,CA,92243,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,32.821578,-115.675511,2021-02-22,184377,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NAVBASE Ventura County - Point Mugu / N63126-B53D,L Ave,,Point Mugu,CA,93042,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,34.11012,-119.1101,2021-02-22,184378,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NAVBASE Ventura County - Point Mugu / N63126-B68,13th St,,Point Mugu,CA,93042,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,34.11014,-119.1101,2021-02-22,184379,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NAVBASE Ventura County - Port Hueneme / N62583-B447,Talos Rd,,Port Hueneme,CA,93043,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,34.1568,-119.2163,2021-02-22,184380,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NAVBASE Ventura County - Port Hueneme / N62583-B801,35 th Ave,,Port Hueneme,CA,93043,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,34.1601,-119.2001,2021-02-22,184381,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NEX Harbor Drive,3301 Harbor Dr,,San Diego,CA,92136,,,E,,Private,,A D M V,,,,,2,,,Non-Networked,,GPS,32.678783,-117.120148,2021-02-22,184382,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé,,private,,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,true
ELEC,FAA - Flight Standards Office Building (San Diego FSDO),8525 Gibbs Dr,,San Diego,CA,92123,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,32.810028,-117.143985,2021-02-22,184383,2023-07-12 20:15:17 UTC,FG,17,Department of Transportation,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOT,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NAVBASE San Diego / N00245-B57,Welles St,,San Diego,CA,92132,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,32.6556,-117.1283,2021-02-22,184384,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NAVBASE San Diego / N00245-B72,Senn Rd,,San Diego,CA,92132,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,32.6853,-117.1194,2021-02-22,184385,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NAVBASE San Diego / N00245-B73,Buchanan St,,San Diego,CA,92132,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,32.6871,-117.1321,2021-02-22,184386,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NAVBASE San Diego / N00245-B77,Herring Way,,San Diego,CA,92132,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,32.6813,-117.1256,2021-02-22,184387,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NAVBASE San Diego / N00245-B92,Knowlton Williams Rd,,San Diego,CA,92132,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,32.6813,-117.12201,2021-02-22,184388,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NAVBASE San Diego / N00245-B271,Colton Ave,,San Diego,CA,92132,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,32.69301,-117.12601,2021-02-22,184389,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NAVBASE San Diego / N00245-PVCARPORT,Brinster St,,San Diego,CA,92132,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,32.6735,-117.1194,2021-02-22,184390,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NAVBASE San Diego / N00245-EV ARC,Mole Rd,,San Diego,CA,92132,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,32.6693,-117.1198,2021-02-22,184391,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NEX NAVBASE San Diego,2260 Callagan Hwy,,San Diego,CA,92113,,,E,,Private,,A D M V,,,,,2,,,Non-Networked,,GPS,32.689026,-117.128342,2021-02-22,184392,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé,,private,,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,true
ELEC,Fort MacAurther (LAAFB),Old Fort Rd,,San Pedro,CA,90731,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,33.723321,-118.285469,2021-02-22,184393,2021-08-04 00:01:52 UTC,FG,5,Department of Air Force,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DAF,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,INL - building 20 - Tracy CA,Valpico Rd,,Tracy,CA,95304,,,E,,Private,,Proprietor,,,,,2,,,Non-Networked,,GPS,37.712708,-121.3886,2021-02-22,184394,2021-08-04 00:01:52 UTC,FG,3,Defense Agencies,2021-01-15,,,,,J1772,US,,,,Privé,,private,,DEF,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Arapaho-Roosevelt National Forest,2140 Yarmouth Ave,,BOULDER,CO,80301,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,40.057846,-105.268567,2021-02-22,184395,2021-08-04 00:01:52 UTC,FG,4,U.S. Department of Agriculture,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,USDA,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Arapaho-Roosevelt National Forest,2150 Centre Ave,Bldg E,FORT COLLINS,CO,80526,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,40.560314,-105.080945,2021-02-22,184396,2021-08-04 00:01:52 UTC,FG,4,U.S. Department of Agriculture,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,USDA,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Arapaho-Roosevelt National Forest,101 Chicago Creek Rd,,IDAHO SPRINGS,CO,80452,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,39.739753,-105.521678,2021-02-22,184397,2021-08-04 00:01:52 UTC,FG,4,U.S. Department of Agriculture,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,USDA,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,COARNG - Combined Support Maintenance Shop 7 -Engine shop,4045 Weld County Road 22,,Longmont,CO,80504,,,E,,Private - Government only,,Proprietor,,,,,2,,,Non-Networked,,GPS,40.162559,-105.022467,2021-02-22,184398,2021-08-04 00:01:52 UTC,FG,6,Department of Army,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DA,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SUBASE New London / N00129-B83-1,1 Crystal Lake Rd,Bldg 83,Groton,CT,06340,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,41.3201,-72.0701,2021-02-22,184399,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SUBASE New London / N00129-B168-1,1 Crystal Lake Rd,Bldg 168,Groton,CT,06340,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,41.320111,-72.0701,2021-02-22,184400,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SUBASE New London / N00129-B460-1,1 Crystal Lake Rd,Bldg 460,Groton,CT,06340,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,41.3202,-72.0701,2021-02-22,184401,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SUBASE New London / N00129-B492-1,1 Crystal Lake Rd,Bldg 492,Groton,CT,06340,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,41.3203,-72.0701,2021-02-22,184402,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,EPA Headquarters,1200 Pennsylvania Ave NW,,Washington,DC,20004,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,38.893999,-77.028949,2021-02-22,184403,2021-08-04 00:01:52 UTC,FG,20,U.S. Environmental Protection Agency,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,EPA,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NMNH,10th & Constitution Ave NW,,Washington,DC,20560,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,38.892106,-77.025904,2021-02-22,184404,2021-08-04 00:01:52 UTC,FG,23,Smithsonian Institution,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,SI,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SSA HQ DC,250e E St SW,,Washington,DC,20024,,,E,,Private,,,,,,,2,,,Non-Networked,,GPS,38.882897,-77.014434,2021-02-22,184405,2021-08-04 00:01:52 UTC,FG,24,Social Security Administration,2021-01-15,,,,,J1772,US,,,,Privé,,private,,SSA,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,USDA IND.AVE DC / DC SOUTH BLD1 &amp; 2,1351 C St NW,,Washington,DC,20024,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,38.886768000000004,-77.029993,2021-02-22,184406,2021-08-04 00:01:52 UTC,FG,4,U.S. Department of Agriculture,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,USDA,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Marine Barracks 8th &amp; I,8th St & I St SE,,Washington,DC,20032,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,38.879487,-76.994518,2021-02-22,184407,2021-08-04 00:01:52 UTC,FG,26,United States Marine Corps,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,USMC,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SEMAConnect,163 Scannell Blvd,,Bethany Beach,DE,19930,,,E,,Private,,,,,,,2,,,Non-Networked,,GPS,38.546051,-75.060909,2021-02-22,184408,2021-08-04 00:01:52 UTC,FG,6,Department of Army,2021-01-15,,,,,J1772,US,,,,Privé,,private,,DA,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,true
ELEC,SEMAConnect,1 Vavala Way,,New Castle,DE,19720,,,E,,Private,,,,,,,2,,,Non-Networked,,GPS,39.683249,-75.617612,2021-02-22,184409,2021-08-04 00:01:52 UTC,FG,6,Department of Army,2021-01-15,,,,,J1772,US,,,,Privé,,private,,DA,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,true
ELEC,CENTERS FOR DISEASE CONTROL,4770 Buford Hwy,,Chamblee,GA,30341,,,E,,Private,,,,,,,2,,,Non-Networked,,GPS,33.87967,-84.293726,2021-02-22,184410,2021-08-04 00:01:52 UTC,FG,9,Department of Health and Human Services,2021-01-15,,,,,J1772,US,,,,Privé,,private,,HHS,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,true
ELEC,CENTERS FOR DISEASE CONTROL,602 Webb Gin House Rd,,Lawrenceville,GA,30045,,,E,,Private,,,,,,,2,,,Non-Networked,,GPS,33.909231,-83.974683,2021-02-22,184411,2021-08-04 00:01:52 UTC,FG,9,Department of Health and Human Services,2021-01-15,,,,,J1772,US,,,,Privé,,private,,HHS,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,true
ELEC,Robins AFB,640 2nd St,,Warner Robins,GA,31098,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,32.61984,-83.589342,2021-02-22,184412,2021-08-04 00:01:52 UTC,FG,5,Department of Air Force,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DAF,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Central Facilities (Solar),W Ogden Ave,,Blackfoot,ID,83221,,,E,,Private - Government only,,Proprietor,,,,,2,,,Non-Networked,,GPS,43.5321,-112.9442,2021-02-22,184413,2021-08-04 00:01:52 UTC,FG,8,U.S. Department of Energy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOE,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SMC Parking Lot,W Ogden Ave,,Blackfoot,ID,83221,,,E,,Private,,Proprietor,,,,,2,,,Non-Networked,,GPS,43.8562,-112.7302,2021-02-22,184414,2021-08-04 00:01:52 UTC,FG,8,U.S. Department of Energy,2021-01-15,,,,,J1772,US,,,,Privé,,private,,DOE,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,true
ELEC,Energy Innovation Laboratory,775 MK Simpson Blvd,,Idaho Falls,ID,83401,,,E,,Private,,Proprietor,,,,,2,,,Non-Networked,,GPS,43.5211,-112.0481,2021-02-22,184415,2021-08-04 00:01:52 UTC,FG,8,U.S. Department of Energy,2021-01-15,,,,,J1772,US,,,,Privé,,private,,DOE,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,true
ELEC,Energy Systems Laboratory,775 MK Simpson Blvd,,Idaho Falls,ID,83401,,,E,,Private,,Proprietor,,,,,2,,,Non-Networked,,GPS,43.5224,-112.0492,2021-02-22,184416,2021-08-04 00:01:52 UTC,FG,8,U.S. Department of Energy,2021-01-15,,,,,J1772,US,,,,Privé,,private,,DOE,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,true
ELEC,IAB Parking Lot,485 D.O.E. Pl,,Idaho Falls,ID,83401,,,E,,Private,,Proprietor,,,,,2,,,Non-Networked,,GPS,43.5159,-112.0413,2021-02-22,184417,2021-08-04 00:01:52 UTC,FG,8,U.S. Department of Energy,2021-01-15,,,,,J1772,US,,,,Privé,,private,,DOE,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,true
ELEC,ANL - Argonne National Laboratory,9700 Cass Ave,,Argonne,IL,60439,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,41.713695,-87.981879,2021-02-22,184418,2021-08-04 00:01:52 UTC,FG,8,U.S. Department of Energy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOE,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,EPA Boston,5 Post Office Sq,,Boston,MA,02109,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,42.357412,-71.056588,2021-02-22,184419,2021-08-04 00:01:52 UTC,FG,20,U.S. Environmental Protection Agency,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,EPA,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,FAA - Regional Office Building (ANE),1200 District Ave #3,,Burlington,MA,01803,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,42.483588,-71.209474,2021-02-22,184420,2021-08-04 00:01:52 UTC,FG,17,Department of Transportation,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOT,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NEX NSA Annapolis,693 Kinkaid Rd,,Annapolis,MD,21402,,,E,,Private,,A D M V,,,,,2,,,Non-Networked,,GPS,38.995514,-76.470505,2021-02-22,184421,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé,,private,,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,true
ELEC,USDA IND.AVE DC / GWCC1 &amp; GWCC2,5601 Sunnyside Ave,,Beltsville,MD,20705,,,E,,Private,,Proprietor,,,,,2,,,Non-Networked,,GPS,39.02094,-76.909396,2021-02-22,184422,2021-08-04 00:01:52 UTC,FG,4,U.S. Department of Agriculture,2021-01-15,,,,,J1772,US,,,,Privé,,private,,USDA,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,true
ELEC,NSA Bethesda / N33355-B11-1,9045 Beale Rd,,Bethesda,MD,20889,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,39.004039,-77.088127,2021-02-22,184423,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NSA Bethesda / N33355-B32-1,Palmer Rd S,,Bethesda,MD,20889,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,39.00405,-77.088127,2021-02-22,184424,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NSA Bethesda / N33355-B57-1,8855 Stokes Rd,,Bethesda,MD,20889,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,39.00406,-77.088127,2021-02-22,184425,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"HHS / NIH - Bethesda, Md",9000 Rockville Pike,,Bethesda,MD,20892,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,39.003298,-77.097939,2021-02-22,184426,2021-08-04 00:01:52 UTC,FG,9,Department of Health and Human Services,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,HHS,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,NSF Indian Head / N61151-D323-1,2 Patterson Rd,,Indian Head,MD,20640,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,38.590097,-77.175235,2021-02-22,184427,2021-08-04 00:01:52 UTC,FG,14,Department of Navy,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DON,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Pennsy,3400 Pennsy Dr,,Landover,MD,20785,,,E,,Private - Government only,,,,,,,2,,,Non-Networked,,GPS,38.938404,-76.880421,2021-02-22,184428,2021-08-04 00:01:52 UTC,FG,23,Smithsonian Institution,2021-01-15,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,SI,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false
